,SCC,last_edited_date,activity_value_required?,code_description,data_category,date_created,ert_valid,history,last_inventory_year,last_updated_date,map_to,option_group,option_set,scc_level_one,scc_level_two,scc_level_three,scc_level_four,sector,short_name,status,tier_1_code,tier_1_description,tier_2_code,tier_2_description,tier_3_code,tier_3_description,usage_notes,Unnamed:_27,unit_type,fuel_type
2822,30105510,"Oct 29, 2020 10:26:44 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Neoprene Production,Product Dryer,Industrial Processes - Chemical Manuf,ChemManf NeopreneProd ProdDryr,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,created 3-27-2012 per ERT request,,Product Dryer,
2842,30105610,"Oct 29, 2020 10:26:44 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Nitrile Butadiene Rubber Production,Product Dryer,Industrial Processes - Chemical Manuf,ChemManf NitrileButadieneRubberProd ProdDryr,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,created 3-27-2012 per ERT request,,Product Dryer,
2862,30105710,"Oct 29, 2020 10:26:44 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polybutadiene Rubber Production,Product Dryer,Industrial Processes - Chemical Manuf,ChemManf PolybutadieneRubberProd ProdDryr,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,created 3-27-2012 per ERT request,,Product Dryer,
2882,30105810,"Oct 29, 2020 10:26:45 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polysulfide Rubber Production,Product Dryer,Industrial Processes - Chemical Manuf,ChemManf PolysulfideRubberProd ProdDryr,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,created 3-27-2012 per ERT request,,Product Dryer,
2902,30105910,"Oct 29, 2020 10:26:45 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Styrene Butadiene Rubber and Latex Production,Product Dryer,Industrial Processes - Chemical Manuf,ChemManf StyrenButadienRubber&LatxProd ProdDryr,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,5.0,Styrene/Butadiene Rubber,created 3-27-2012 per ERT request,,Product Dryer,
2912,30106001,"Oct 29, 2020 10:26:45 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Pharmaceutical Production,Vacuum Dryer,Industrial Processes - Chemical Manuf,ChemManf PharmaceuticalProd VacuumDryr,Active,4.0,Chemical & Allied Product Mfg,7.0,Other Chemical Mfg,99.0,Other,,,Vacuum Dryer,
2914,30106003,"Oct 29, 2020 10:26:45 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Pharmaceutical Production,Distillation Unit,Industrial Processes - Chemical Manuf,ChemManf PharmaceuticalProd DistillatnUnit,Active,4.0,Chemical & Allied Product Mfg,7.0,Other Chemical Mfg,99.0,Other,,,Distillation Unit,
2920,30106009,"Oct 29, 2020 10:26:45 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Pharmaceutical Production,Air Dryer,Industrial Processes - Chemical Manuf,ChemManf PharmaceuticalProd AirDryr,Active,4.0,Chemical & Allied Product Mfg,7.0,Other Chemical Mfg,99.0,Other,,,Air Dryer,
2943,30106033,"Oct 29, 2020 10:26:45 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Pharmaceutical Production,Product Dryer,Industrial Processes - Chemical Manuf,ChemManf PharmaceuticalProd ProdDryr,Active,4.0,Chemical & Allied Product Mfg,6.0,Pharmaceutical Mfg,99.0,Other,,,Product Dryer,
2951,30106104,"Oct 29, 2020 10:26:46 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polyether Polyols Production,Epoxides Process: Distillation Unit,Industrial Processes - Chemical Manuf,ChemManf PolyetherPolyolsProd SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Epoxides Process: Distillation Unit,
2958,30106123,"Oct 29, 2020 10:26:46 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polyether Polyols Production,Tetrahydrofuran Process: Distillation Unit,Industrial Processes - Chemical Manuf,ChemManf PolyetherPolyolsProd SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Tetrahydrofuran Process: Distillation Unit,
2973,30106212,"Oct 29, 2020 10:26:46 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Acrylonitrile Butadiene Styrene Resin Production,Product Dryer,Industrial Processes - Chemical Manuf,"ChemManf Acryl,Butadn,StyrnResin ProdDryr",Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Product Dryer,
2989,30106312,"Oct 29, 2020 10:26:46 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate Butadiene Styrene Resin Production,Product Dryer,Industrial Processes - Chemical Manuf,ChemManf VariousResinProdSeeSCCLev3 ProdDryr,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Product Dryer,
3005,30106412,"Oct 29, 2020 10:26:46 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polyethylene Terephthalate Resin Production,Product Dryer,Industrial Processes - Chemical Manuf,ChemManf PolyethyTerephthalResinProd ProdDryr,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Product Dryer,
3022,30106512,"Oct 29, 2020 10:26:46 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polystyrene Resin Production,Product Dryer,Industrial Processes - Chemical Manuf,ChemManf PolystyreneResinProd ProdDryr,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Product Dryer,
3038,30106612,"Oct 29, 2020 10:26:46 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Styrene Acrylonitrile Resin Production,Product Dryer,Industrial Processes - Chemical Manuf,ChemManf StyreneAcrylonitrileResinProd ProdDryr,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Product Dryer,
3093,30107709,"Oct 29, 2020 10:26:47 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polyvinyl Chloride and Copolymers Production,Evaporator,Industrial Processes - Chemical Manuf,ChemManf PolyvinylChloride&CopolymProd Evap,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Evaporator,
3104,30107720,"Oct 29, 2020 10:26:47 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polyvinyl Chloride and Copolymers Production,Dryer,Industrial Processes - Chemical Manuf,ChemManf PolyvinylChloride&CopolymProd Dryr,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Dryer,
3152,30108229,"Oct 29, 2020 10:26:48 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polymethyl Methacrylate Production,Solution Polymerization: Dryer,Industrial Processes - Chemical Manuf,ChemManf PolymethylMethacrylateProd SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Solution Polymerization: Dryer,
3157,30108239,"Oct 29, 2020 10:26:48 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polymethyl Methacrylate Production,Emulsion Polymerization: Dryer,Industrial Processes - Chemical Manuf,ChemManf PolymethylMethacrylateProd SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Emulsion Polymerization: Dryer,
3162,30108249,"Oct 29, 2020 10:26:48 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polymethyl Methacrylate Production,Suspension Polymerization: Dryer,Industrial Processes - Chemical Manuf,ChemManf PolymethylMethacrylateProd SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Suspension Polymerization: Dryer,
3189,30108810,"Jul 31, 2021 10:17:09 AM",No,,Point,9/19/2018,Yes,Created to replace MACT codes as codes should not be rule-specific.,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polymerized Vinylidene Chloride Production,Dryer,Industrial Processes - Chemical Manuf,ChemManf PolymerVinylideneChlorideProd Dryr,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Dryer,
3205,30109009,"Jul 31, 2021 10:17:10 AM",No,,Point,9/19/2018,Yes,Created to replace MACT codes as codes should not be rule-specific.,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Polyvinyl Alcohol Production,Dryer,Industrial Processes - Chemical Manuf,ChemManf PolyvinylAlcoholProd Dryr,Active,4.0,Chemical & Allied Product Mfg,3.0,Polymer & Resin Mfg,99.0,Other,,,Dryer,
3213,30109153,"Oct 29, 2020 10:26:48 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Acetone/Ketone Production,Acetone: Light-ends Distillation Vent,Industrial Processes - Chemical Manuf,ChemManf Acetone/Ketone AcetonLightEndsDistilVent,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Acetone: Light-ends Distillation Vent,
3225,30111201,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Elemental Phosphorous,Calciner,Industrial Processes - Chemical Manuf,ChemManf ElementalPhosphorous Calciner,Active,4.0,Chemical & Allied Product Mfg,2.0,Inorganic Chemical Mfg,99.0,Other,,,Calciner,
3226,30111202,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Elemental Phosphorous,Furnace,Industrial Processes - Chemical Manuf,ChemManf ElementalPhosphorous Furn,Active,4.0,Chemical & Allied Product Mfg,2.0,Inorganic Chemical Mfg,99.0,Other,,,Furnace,
3228,30111301,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Boric Acid,Dryer,Industrial Processes - Chemical Manuf,ChemManf BoricAcid Dryr,Active,4.0,Chemical & Allied Product Mfg,2.0,Inorganic Chemical Mfg,99.0,Other,,,Dryer,
3229,30111401,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Potassium Chloride,Dryer,Industrial Processes - Chemical Manuf,ChemManf PotassiumChloride Dryr,Active,4.0,Chemical & Allied Product Mfg,2.0,Inorganic Chemical Mfg,99.0,Other,,,Dryer,
3252,30112033,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,"Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde",Acrolein: Distillation System,Industrial Processes - Chemical Manuf,ChemManf VariousSeeSCCLev3 AcroleinDistilSys,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Acrolein: Distillation System,
3258,30112402,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Chloroprene,Butadiene Dryer,Industrial Processes - Chemical Manuf,ChemManf Chloroprene ButadieneDryr,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Butadiene Dryer,
3269,30112506,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Chlorine Derivatives,Ethylene Dichloride: Distillation Unit,Industrial Processes - Chemical Manuf,ChemManf ChlorinDerivatves SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Ethylene Dichloride: Distillation Unit,
3277,30112521,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Chlorine Derivatives,Perchloroethylene: Distillation Vent,Industrial Processes - Chemical Manuf,ChemManf ChlorinDerivatves PERCDistilVent,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Perchloroethylene: Distillation Vent,
3283,30112528,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Chlorine Derivatives,Trichloroethane: Distillation Column Vent,Industrial Processes - Chemical Manuf,ChemManf ChlorinDerivatves SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Trichloroethane: Distillation Column Vent,
3286,30112531,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Chlorine Derivatives,Trichloroethylene: Distillation Unit,Industrial Processes - Chemical Manuf,ChemManf ChlorinDerivatves SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Trichloroethylene: Distillation Unit,
3292,30112541,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Chlorine Derivatives,Vinyl Chloride: Cracking Furnace,Industrial Processes - Chemical Manuf,ChemManf ChlorinDerivatves SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Vinyl Chloride: Cracking Furnace,
3298,30112547,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Chlorine Derivatives,Vinyl Chloride: Cracking Furnace Decoking,Industrial Processes - Chemical Manuf,ChemManf ChlorinDerivatves SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Vinyl Chloride: Cracking Furnace Decoking,
3302,30112553,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Chlorine Derivatives,Vinylidene Chloride: Distillation Column Vent,Industrial Processes - Chemical Manuf,ChemManf ChlorinDerivatves SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Vinylidene Chloride: Distillation Column Vent,
3310,30112702,"Oct 29, 2020 10:26:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Fluorocarbons/Chlorofluorocarbons,Distillation Column,Industrial Processes - Chemical Manuf,ChemManf FluorocarbonChlorofluorocarbn SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Distillation Column,
3323,30113004,"Oct 29, 2020 10:26:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate,Caprolactam By-product: Rotary Dryer,Industrial Processes - Chemical Manuf,ChemManf AmmoniumSulfate CaprolactamBy-prodRotDryr,Active,4.0,Chemical & Allied Product Mfg,4.0,Agricultural Chemical Mfg,99.0,Other,,,Caprolactam By-product: Rotary Dryer,
3324,30113005,"Oct 29, 2020 10:26:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate,Caprolactam By-product: Fluid Bed Dryer,Industrial Processes - Chemical Manuf,ChemManf AmmoniumSulfate SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,4.0,Agricultural Chemical Mfg,99.0,Other,,,Caprolactam By-product: Fluid Bed Dryer,
3325,30113006,"Oct 29, 2020 10:26:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate,Caprolactam By-product: Crystallizer (Evaporator),Industrial Processes - Chemical Manuf,ChemManf AmmoniumSulfate SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,4.0,Agricultural Chemical Mfg,99.0,Other,,,Caprolactam By-product: Crystallizer (Evaporator),
3328,30113012,"Oct 29, 2020 10:26:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate,Coke Oven By-product: Rotary Dryer,Industrial Processes - Chemical Manuf,ChemManf AmmoniumSulfate CokeOvenBy-prodRotDryr,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Coke Oven By-product: Rotary Dryer,
3329,30113013,"Oct 29, 2020 10:26:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate,Coke Oven By-product: Fluid Bed Dryer,Industrial Processes - Chemical Manuf,ChemManf AmmoniumSulfate SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Coke Oven By-product: Fluid Bed Dryer,
3330,30113014,"Oct 29, 2020 10:26:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate,Coke Oven By-product: General,Industrial Processes - Chemical Manuf,ChemManf AmmoniumSulfate CokeOvenBy-prodGeneral,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Coke Oven By-product: General,
3331,30113018,"Oct 29, 2020 10:26:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate,Synthetic: Rotary Dryer,Industrial Processes - Chemical Manuf,ChemManf AmmoniumSulfate SyntheticRotDryr,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Synthetic: Rotary Dryer,
3332,30113019,"Oct 29, 2020 10:26:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate,Synthetic: Fluid Bed Dryer,Industrial Processes - Chemical Manuf,ChemManf AmmoniumSulfate SyntheticFluidBedDryr,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Synthetic: Fluid Bed Dryer,
3347,30113237,"Jul 31, 2021 10:17:10 AM",No,,Point,9/19/2018,Yes,Created to replace MACT codes as codes should not be rule-specific.,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Organic Acid Manufacturing,Dodecanoic Acid: Dryer,Industrial Processes - Chemical Manuf,ChemManf OrganicAcidManf DodecanoicAcidDryr,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Dodecanoic Acid: Dryer,
3352,30113303,"Oct 29, 2020 10:26:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Acetic Anhydride,Distillation Column Vent,Industrial Processes - Chemical Manuf,ChemManf AceticAnhydride DistillatnColVent,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Distillation Column Vent,
3364,30114503,"Jul 31, 2021 10:17:10 AM",No,,Point,9/19/2018,Yes,Created to replace MACT codes as codes should not be rule-specific.,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Hydrazine Production,Olin Raschig Process: Evaporator,Industrial Processes - Chemical Manuf,ChemManf HydrazineProd OlinRaschigProcEvap,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Olin Raschig Process: Evaporator,
3365,30114504,"Jul 31, 2021 10:17:10 AM",No,,Point,9/19/2018,Yes,Created to replace MACT codes as codes should not be rule-specific.,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Hydrazine Production,Olin Raschig Process: Distillation Column,Industrial Processes - Chemical Manuf,ChemManf HydrazineProd OlinRaschigProcDistilCol,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Olin Raschig Process: Distillation Column,
3373,30114519,"Jul 31, 2021 10:17:10 AM",No,,Point,9/19/2018,Yes,Created to replace MACT codes as codes should not be rule-specific.,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Hydrazine Production,Bayer Ketazine Process: Distillation Column,Industrial Processes - Chemical Manuf,ChemManf HydrazineProd BayerKetazineProcDistilCol,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Bayer Ketazine Process: Distillation Column,
3379,30114534,"Jul 31, 2021 10:17:10 AM",No,,Point,9/19/2018,Yes,Created to replace MACT codes as codes should not be rule-specific.,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Hydrazine Production,PCUK Peroxide Process: Distillation Column,Industrial Processes - Chemical Manuf,ChemManf HydrazineProd PCUKPeroxideProcDistilCol,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,PCUK Peroxide Process: Distillation Column,
3398,30115606,"Oct 29, 2020 10:26:51 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Cumene,Aluminum Chloride Catalyst Process: Cumene Distillation Vent,Industrial Processes - Chemical Manuf,ChemManf Cumene AlClCatalystProcCumeneDistilVent,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Aluminum Chloride Catalyst Process: Cumene Distillation Vent,
3400,30115609,"Oct 29, 2020 10:26:51 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Cumene,Solid Phosphoric Acid Catalyst Process: Cumene Distillation Sys. Vent,Industrial Processes - Chemical Manuf,ChemManf Cumene SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Solid Phosphoric Acid Catalyst Process: Cumene Distillation Sys. Vent,
3411,30115822,"Oct 29, 2020 10:26:51 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Cyclohexanone/Cyclohexanol,Distillation Vent,Industrial Processes - Chemical Manuf,ChemManf Cyclohexanone/Cyclohexanol DistillatnVent,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Distillation Vent,
3435,30117612,"Oct 29, 2020 10:26:51 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Evaporator,Industrial Processes - Chemical Manuf,ChemManf Glycerin/Glycerol Evap,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Evaporator,
3440,30117617,"Aug 9, 2018 11:13:44 PM",No,,Point,,No,,2005.0,3/20/2012,30117634,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Product Distillation Column,Industrial Processes - Chemical Manuf,,Retired,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Product Distillation Column,
3446,30117634,"Oct 29, 2020 10:26:51 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Product Distillation Column,Industrial Processes - Chemical Manuf,ChemManf Glycerin/Glycerol ProdDistilCol,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Product Distillation Column,
3452,30118105,"Oct 29, 2020 10:26:51 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,TDA Vacuum Distillation Vent,Industrial Processes - Chemical Manuf,ChemManf TolueneDiisocyanate TDAVacuumDistilVent,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,TDA Vacuum Distillation Vent,
3454,30118107,"Oct 29, 2020 10:26:51 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,TDI Flash Distillation,Industrial Processes - Chemical Manuf,ChemManf TolueneDiisocyanate TDIFlashDistil,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,TDI Flash Distillation,
3456,30118109,"Oct 29, 2020 10:26:51 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,Residue Vacuum Distillation Unit,Industrial Processes - Chemical Manuf,ChemManf TolueneDiisocyanate SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Residue Vacuum Distillation Unit,
3464,30119011,"Oct 29, 2020 10:26:51 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,Distillation Unit,Industrial Processes - Chemical Manuf,ChemManf MethylMethacrylate DistillatnUnit,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Distillation Unit,
3465,30119012,"Oct 29, 2020 10:26:51 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,MMA and Light-ends Distillation Unit,Industrial Processes - Chemical Manuf,ChemManf MethylMethacrylate SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,MMA and Light-ends Distillation Unit,
3466,30119013,"Oct 29, 2020 10:26:51 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,Acid Distillation,Industrial Processes - Chemical Manuf,ChemManf MethylMethacrylate AcidDistil,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,7.0,Socmi Distillation,,,Acid Distillation,
3483,30119741,"Oct 29, 2020 10:26:51 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,"Butylene, Ethylene, Propylene, Olefin Production",Ethylene: Cracking Furnace Firebox Stack,Industrial Processes - Chemical Manuf,ChemManf ButylneEthylnePropylneOlefin SeeSCCLev4,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,99.0,Other,,,Ethylene: Cracking Furnace Firebox Stack,
3496,30120204,"Oct 29, 2020 10:26:52 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Phenol,Light-ends Distillation Vent,Industrial Processes - Chemical Manuf,ChemManf Phenol Light-endsDistilVent,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,2.0,Phenol Mfg,,,Light-ends Distillation Vent,
3498,30120206,"Oct 29, 2020 10:26:52 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Chemical Manufacturing,Phenol,Phenol Distillation Column,Industrial Processes - Chemical Manuf,ChemManf Phenol PhenolDistilCol,Active,4.0,Chemical & Allied Product Mfg,1.0,Organic Chemical Mfg,2.0,Phenol Mfg,,,Phenol Distillation Column,
